article_id,topic_id,topic_desc
898028,201,Copyright
898028,392,Social Media
897980,15,"Media, Telecoms, IT, Entertainment"
897980,162,IT and Internet
897980,281,"Advertising, Marketing & Branding"
897852,15,"Media, Telecoms, IT, Entertainment"
897852,16,"Food, Drugs, Healthcare, Life Sciences"
897852,281,"Advertising, Marketing & Branding"
897852,290,Food and Drugs Law
897850,15,"Media, Telecoms, IT, Entertainment"
897850,16,"Food, Drugs, Healthcare, Life Sciences"
897850,280,Media & Entertainment Law
897850,285,Music and the Arts
897850,292,Healthcare
897766,14,"Litigation, Mediation & Arbitration"
897766,15,"Media, Telecoms, IT, Entertainment"
897766,264,Trials &amp; Appeals &amp; Compensation
897766,392,Social Media
897716,15,"Media, Telecoms, IT, Entertainment"
897716,170,"Telecoms, Mobile & Cable Communications"
897714,11,Intellectual Property
897714,15,"Media, Telecoms, IT, Entertainment"
897714,201,Copyright
897714,285,Music and the Arts
897632,14,"Litigation, Mediation & Arbitration"
897632,15,"Media, Telecoms, IT, Entertainment"
897632,264,Trials &amp; Appeals &amp; Compensation
897632,285,Music and the Arts
897594,15,"Media, Telecoms, IT, Entertainment"
897594,287,Sport
897594,358,Gaming
897512,15,"Media, Telecoms, IT, Entertainment"
897512,281,"Advertising, Marketing & Branding"
897512,392,Social Media
897472,11,Intellectual Property
897472,15,"Media, Telecoms, IT, Entertainment"
897472,207,Trademark
897472,281,"Advertising, Marketing & Branding"
897432,15,"Media, Telecoms, IT, Entertainment"
897432,170,"Telecoms, Mobile & Cable Communications"
897432,281,"Advertising, Marketing & Branding"
897430,15,"Media, Telecoms, IT, Entertainment"
897430,281,"Advertising, Marketing & Branding"
897426,15,"Media, Telecoms, IT, Entertainment"
897426,281,"Advertising, Marketing & Branding"
897426,392,Social Media
897420,15,"Media, Telecoms, IT, Entertainment"
897420,287,Sport
897420,358,Gaming
897416,15,"Media, Telecoms, IT, Entertainment"
897416,23,Criminal Law
897416,162,IT and Internet
897416,404,Crime
897366,15,"Media, Telecoms, IT, Entertainment"
897366,281,"Advertising, Marketing & Branding"
897366,392,Social Media
897360,15,"Media, Telecoms, IT, Entertainment"
897360,281,"Advertising, Marketing & Branding"
897360,392,Social Media
897338,15,"Media, Telecoms, IT, Entertainment"
897338,281,"Advertising, Marketing & Branding"
897216,15,"Media, Telecoms, IT, Entertainment"
897216,170,"Telecoms, Mobile & Cable Communications"
897156,15,"Media, Telecoms, IT, Entertainment"
897156,30,Compliance
897156,281,"Advertising, Marketing & Branding"
897156,358,Gaming
897154,15,"Media, Telecoms, IT, Entertainment"
897154,281,"Advertising, Marketing & Branding"
897154,287,Sport
897108,15,"Media, Telecoms, IT, Entertainment"
897108,285,Music and the Arts
897040,15,"Media, Telecoms, IT, Entertainment"
897040,26,Privacy
897040,32,Coronavirus (COVID-19)
897040,172,Data Protection
897040,281,"Advertising, Marketing & Branding"
897026,15,"Media, Telecoms, IT, Entertainment"
897026,162,IT and Internet
897026,170,"Telecoms, Mobile & Cable Communications"
897026,281,"Advertising, Marketing & Branding"
896962,15,"Media, Telecoms, IT, Entertainment"
896962,281,"Advertising, Marketing & Branding"
896962,392,Social Media
896858,9,Consumer Protection
896858,15,"Media, Telecoms, IT, Entertainment"
896858,170,"Telecoms, Mobile & Cable Communications"
896858,416,"Dodd-Frank, Consumer Protection Act"
896688,9,Consumer Protection
896688,15,"Media, Telecoms, IT, Entertainment"
896688,180,Consumer Law
896688,281,"Advertising, Marketing & Branding"
896670,15,"Media, Telecoms, IT, Entertainment"
896670,162,IT and Internet
896670,392,Social Media
896522,15,"Media, Telecoms, IT, Entertainment"
896522,26,Privacy
896522,172,Data Protection
896522,281,"Advertising, Marketing & Branding"
896456,9,Consumer Protection
896456,15,"Media, Telecoms, IT, Entertainment"
896456,170,"Telecoms, Mobile & Cable Communications"
896456,416,"Dodd-Frank, Consumer Protection Act"
896358,9,Consumer Protection
896358,15,"Media, Telecoms, IT, Entertainment"
896358,170,"Telecoms, Mobile & Cable Communications"
896358,416,"Dodd-Frank, Consumer Protection Act"
896340,9,Consumer Protection
896340,15,"Media, Telecoms, IT, Entertainment"
896340,281,"Advertising, Marketing & Branding"
896340,416,"Dodd-Frank, Consumer Protection Act"
896224,14,"Litigation, Mediation & Arbitration"
896224,15,"Media, Telecoms, IT, Entertainment"
896224,264,Trials &amp; Appeals &amp; Compensation
896224,287,Sport
896224,358,Gaming
896054,15,"Media, Telecoms, IT, Entertainment"
896054,287,Sport
895894,15,"Media, Telecoms, IT, Entertainment"
895894,287,Sport
895790,9,Consumer Protection
895790,15,"Media, Telecoms, IT, Entertainment"
895790,170,"Telecoms, Mobile & Cable Communications"
895790,416,"Dodd-Frank, Consumer Protection Act"
895674,15,"Media, Telecoms, IT, Entertainment"
895674,31,Cannabis & Hemp
895674,281,"Advertising, Marketing & Branding"
895650,15,"Media, Telecoms, IT, Entertainment"
895650,281,"Advertising, Marketing & Branding"
895624,4,Anti-trust/Competition Law
895624,15,"Media, Telecoms, IT, Entertainment"
895624,100,"Antitrust, EU Competition "
895624,285,Music and the Arts
895408,15,"Media, Telecoms, IT, Entertainment"
895408,358,Gaming
895194,15,"Media, Telecoms, IT, Entertainment"
895194,281,"Advertising, Marketing & Branding"
895194,392,Social Media
895150,3,Corporate/Commercial Law
895150,15,"Media, Telecoms, IT, Entertainment"
895150,90,Corporate and Company Law
895150,358,Gaming
895132,9,Consumer Protection
895132,11,Intellectual Property
895132,15,"Media, Telecoms, IT, Entertainment"
895132,201,Copyright
895132,281,"Advertising, Marketing & Branding"
895132,416,"Dodd-Frank, Consumer Protection Act"
895088,15,"Media, Telecoms, IT, Entertainment"
895088,281,"Advertising, Marketing & Branding"
895088,392,Social Media
895026,15,"Media, Telecoms, IT, Entertainment"
895026,162,IT and Internet
895010,15,"Media, Telecoms, IT, Entertainment"
895010,281,"Advertising, Marketing & Branding"
895010,392,Social Media
894800,15,"Media, Telecoms, IT, Entertainment"
894800,281,"Advertising, Marketing & Branding"
894800,392,Social Media
894776,15,"Media, Telecoms, IT, Entertainment"
894776,281,"Advertising, Marketing & Branding"
894776,392,Social Media
894770,15,"Media, Telecoms, IT, Entertainment"
894770,287,Sport
894770,358,Gaming
894678,15,"Media, Telecoms, IT, Entertainment"
894678,16,"Food, Drugs, Healthcare, Life Sciences"
894678,281,"Advertising, Marketing & Branding"
894678,290,Food and Drugs Law
894518,9,Consumer Protection
894518,15,"Media, Telecoms, IT, Entertainment"
894518,180,Consumer Law
894518,281,"Advertising, Marketing & Branding"
894518,392,Social Media
894482,15,"Media, Telecoms, IT, Entertainment"
894482,281,"Advertising, Marketing & Branding"
894474,15,"Media, Telecoms, IT, Entertainment"
894474,285,Music and the Arts
894238,15,"Media, Telecoms, IT, Entertainment"
894238,281,"Advertising, Marketing & Branding"
894238,392,Social Media
894230,15,"Media, Telecoms, IT, Entertainment"
894230,281,"Advertising, Marketing & Branding"
894228,15,"Media, Telecoms, IT, Entertainment"
894228,16,"Food, Drugs, Healthcare, Life Sciences"
894228,281,"Advertising, Marketing & Branding"
894228,290,Food and Drugs Law
894228,291,"Life Sciences, Biotechnology & Nanotechnology"
894210,15,"Media, Telecoms, IT, Entertainment"
894210,285,Music and the Arts
894182,15,"Media, Telecoms, IT, Entertainment"
894182,170,"Telecoms, Mobile & Cable Communications"
893986,15,"Media, Telecoms, IT, Entertainment"
893986,30,Compliance
893986,170,"Telecoms, Mobile & Cable Communications"
893938,15,"Media, Telecoms, IT, Entertainment"
893938,281,"Advertising, Marketing & Branding"
893938,392,Social Media
893920,11,Intellectual Property
893920,15,"Media, Telecoms, IT, Entertainment"
893920,201,Copyright
893920,281,"Advertising, Marketing & Branding"
893642,15,"Media, Telecoms, IT, Entertainment"
893642,281,"Advertising, Marketing & Branding"
893634,15,"Media, Telecoms, IT, Entertainment"
893634,281,"Advertising, Marketing & Branding"
893628,15,"Media, Telecoms, IT, Entertainment"
893628,281,"Advertising, Marketing & Branding"
893622,15,"Media, Telecoms, IT, Entertainment"
893622,281,"Advertising, Marketing & Branding"
893620,11,Intellectual Property
893620,15,"Media, Telecoms, IT, Entertainment"
893620,201,Copyright
893620,280,Media & Entertainment Law
893618,14,"Litigation, Mediation & Arbitration"
893618,15,"Media, Telecoms, IT, Entertainment"
893618,162,IT and Internet
893618,264,Trials &amp; Appeals &amp; Compensation
893618,392,Social Media
893602,15,"Media, Telecoms, IT, Entertainment"
893602,285,Music and the Arts
893574,14,"Litigation, Mediation & Arbitration"
893574,15,"Media, Telecoms, IT, Entertainment"
893574,264,Trials &amp; Appeals &amp; Compensation
893574,281,"Advertising, Marketing & Branding"
893574,392,Social Media
893550,15,"Media, Telecoms, IT, Entertainment"
893550,31,Cannabis & Hemp
893550,281,"Advertising, Marketing & Branding"
893406,15,"Media, Telecoms, IT, Entertainment"
893406,170,"Telecoms, Mobile & Cable Communications"
893080,9,Consumer Protection
893080,15,"Media, Telecoms, IT, Entertainment"
893080,16,"Food, Drugs, Healthcare, Life Sciences"
893080,281,"Advertising, Marketing & Branding"
893080,292,Healthcare
893080,416,"Dodd-Frank, Consumer Protection Act"
892966,15,"Media, Telecoms, IT, Entertainment"
892966,29,Technology
892966,162,IT and Internet
892966,520,New Technology
892860,12,"Government, Public Sector"
892860,15,"Media, Telecoms, IT, Entertainment"
892860,210,Constitutional & Administrative Law
892860,358,Gaming
892814,15,"Media, Telecoms, IT, Entertainment"
892814,281,"Advertising, Marketing & Branding"
892720,9,Consumer Protection
892720,15,"Media, Telecoms, IT, Entertainment"
892720,180,Consumer Law
892720,281,"Advertising, Marketing & Branding"
892412,15,"Media, Telecoms, IT, Entertainment"
892412,281,"Advertising, Marketing & Branding"
892342,15,"Media, Telecoms, IT, Entertainment"
892342,17,Real Estate and Construction
892342,170,"Telecoms, Mobile & Cable Communications"
892342,306,Landlord & Tenant - Leases
892306,15,"Media, Telecoms, IT, Entertainment"
892306,162,IT and Internet
892306,170,"Telecoms, Mobile & Cable Communications"
892226,15,"Media, Telecoms, IT, Entertainment"
892226,162,IT and Internet
892226,170,"Telecoms, Mobile & Cable Communications"
892166,15,"Media, Telecoms, IT, Entertainment"
892166,281,"Advertising, Marketing & Branding"
892166,392,Social Media
892130,15,"Media, Telecoms, IT, Entertainment"
892130,281,"Advertising, Marketing & Branding"
891914,3,Corporate/Commercial Law
891914,97,Contracts and Commercial Law
891906,14,"Litigation, Mediation & Arbitration"
891906,15,"Media, Telecoms, IT, Entertainment"
891906,264,Trials &amp; Appeals &amp; Compensation
891906,282,"Broadcasting: Film, TV & Radio"
891906,392,Social Media
891754,10,Insurance
891754,14,"Litigation, Mediation & Arbitration"
891754,15,"Media, Telecoms, IT, Entertainment"
891754,162,IT and Internet
891754,194,Insurance Laws and Products
891754,264,Trials &amp; Appeals &amp; Compensation
891738,12,"Government, Public Sector"
891738,15,"Media, Telecoms, IT, Entertainment"
891738,23,Criminal Law
891738,162,IT and Internet
891738,211,"Terrorism, Homeland Security & Defence"
891738,404,Crime
891602,12,"Government, Public Sector"
891602,15,"Media, Telecoms, IT, Entertainment"
891602,162,IT and Internet
891602,170,"Telecoms, Mobile & Cable Communications"
891602,215,"Government Contracts, Procurement & PPP"
891546,11,Intellectual Property
891546,15,"Media, Telecoms, IT, Entertainment"
891546,201,Copyright
891546,281,"Advertising, Marketing & Branding"
891540,15,"Media, Telecoms, IT, Entertainment"
891540,281,"Advertising, Marketing & Branding"
891534,15,"Media, Telecoms, IT, Entertainment"
891534,392,Social Media
891428,14,"Litigation, Mediation & Arbitration"
891428,15,"Media, Telecoms, IT, Entertainment"
891428,170,"Telecoms, Mobile & Cable Communications"
891428,251,Class Actions
891428,282,"Broadcasting: Film, TV & Radio"
891428,392,Social Media
891294,15,"Media, Telecoms, IT, Entertainment"
891294,281,"Advertising, Marketing & Branding"
891162,15,"Media, Telecoms, IT, Entertainment"
891162,281,"Advertising, Marketing & Branding"
891050,15,"Media, Telecoms, IT, Entertainment"
891050,170,"Telecoms, Mobile & Cable Communications"
891050,287,Sport
891050,358,Gaming
890862,15,"Media, Telecoms, IT, Entertainment"
890862,280,Media & Entertainment Law
890862,285,Music and the Arts
890740,9,Consumer Protection
890740,15,"Media, Telecoms, IT, Entertainment"
890740,170,"Telecoms, Mobile & Cable Communications"
890740,416,"Dodd-Frank, Consumer Protection Act"
890736,3,Corporate/Commercial Law
890736,15,"Media, Telecoms, IT, Entertainment"
890736,90,Corporate and Company Law
890736,281,"Advertising, Marketing & Branding"
890682,15,"Media, Telecoms, IT, Entertainment"
890682,26,Privacy
890682,202,Privacy Protection
890682,287,Sport
890682,358,Gaming
890682,420,Hotels & Hospitality
890660,15,"Media, Telecoms, IT, Entertainment"
890660,29,Technology
890660,162,IT and Internet
890660,170,"Telecoms, Mobile & Cable Communications"
890660,520,New Technology
890422,15,"Media, Telecoms, IT, Entertainment"
890422,281,"Advertising, Marketing & Branding"
890368,9,Consumer Protection
890368,14,"Litigation, Mediation & Arbitration"
890368,15,"Media, Telecoms, IT, Entertainment"
890368,16,"Food, Drugs, Healthcare, Life Sciences"
890368,31,Cannabis & Hemp
890368,251,Class Actions
890368,281,"Advertising, Marketing & Branding"
890368,290,Food and Drugs Law
890368,416,"Dodd-Frank, Consumer Protection Act"
890356,12,"Government, Public Sector"
890356,15,"Media, Telecoms, IT, Entertainment"
890356,210,Constitutional & Administrative Law
890356,281,"Advertising, Marketing & Branding"
890116,9,Consumer Protection
890116,15,"Media, Telecoms, IT, Entertainment"
890116,170,"Telecoms, Mobile & Cable Communications"
890116,416,"Dodd-Frank, Consumer Protection Act"
889994,14,"Litigation, Mediation & Arbitration"
889994,15,"Media, Telecoms, IT, Entertainment"
889994,266,Personal Injury
889994,287,Sport
889948,15,"Media, Telecoms, IT, Entertainment"
889948,281,"Advertising, Marketing & Branding"
889938,15,"Media, Telecoms, IT, Entertainment"
889938,170,"Telecoms, Mobile & Cable Communications"
889938,281,"Advertising, Marketing & Branding"
889884,15,"Media, Telecoms, IT, Entertainment"
889884,16,"Food, Drugs, Healthcare, Life Sciences"
889884,281,"Advertising, Marketing & Branding"
889884,290,Food and Drugs Law
889810,12,"Government, Public Sector"
889810,15,"Media, Telecoms, IT, Entertainment"
889810,170,"Telecoms, Mobile & Cable Communications"
889810,215,"Government Contracts, Procurement & PPP"
889766,4,Anti-trust/Competition Law
889766,15,"Media, Telecoms, IT, Entertainment"
889766,100,"Antitrust, EU Competition "
889766,420,Hotels & Hospitality
889750,15,"Media, Telecoms, IT, Entertainment"
889750,281,"Advertising, Marketing & Branding"
889750,392,Social Media
889380,15,"Media, Telecoms, IT, Entertainment"
889380,281,"Advertising, Marketing & Branding"
889380,392,Social Media
889200,15,"Media, Telecoms, IT, Entertainment"
889200,358,Gaming
889002,15,"Media, Telecoms, IT, Entertainment"
889002,22,Energy and Natural Resources
889002,153,"Oil, Gas & Electricity"
889002,281,"Advertising, Marketing & Branding"
888886,15,"Media, Telecoms, IT, Entertainment"
888886,26,Privacy
888886,29,Technology
888886,202,Privacy Protection
888886,358,Gaming
888886,516,Security
888868,15,"Media, Telecoms, IT, Entertainment"
888868,280,Media & Entertainment Law
888868,281,"Advertising, Marketing & Branding"
888868,358,Gaming
888768,3,Corporate/Commercial Law
888768,15,"Media, Telecoms, IT, Entertainment"
888768,30,Compliance
888768,88,Compliance
888768,90,Corporate and Company Law
888768,282,"Broadcasting: Film, TV & Radio"
888756,15,"Media, Telecoms, IT, Entertainment"
888756,281,"Advertising, Marketing & Branding"
888498,15,"Media, Telecoms, IT, Entertainment"
888498,281,"Advertising, Marketing & Branding"
888348,15,"Media, Telecoms, IT, Entertainment"
888348,18,Tax
888348,162,IT and Internet
888348,328,Tax Authorities
888308,15,"Media, Telecoms, IT, Entertainment"
888308,170,"Telecoms, Mobile & Cable Communications"
888308,280,Media & Entertainment Law
888308,282,"Broadcasting: Film, TV & Radio"
888042,15,"Media, Telecoms, IT, Entertainment"
888042,29,Technology
888042,170,"Telecoms, Mobile & Cable Communications"
888042,516,Security
888028,14,"Litigation, Mediation & Arbitration"
888028,15,"Media, Telecoms, IT, Entertainment"
888028,264,Trials &amp; Appeals &amp; Compensation
888028,281,"Advertising, Marketing & Branding"
887906,9,Consumer Protection
887906,14,"Litigation, Mediation & Arbitration"
887906,15,"Media, Telecoms, IT, Entertainment"
887906,16,"Food, Drugs, Healthcare, Life Sciences"
887906,180,Consumer Law
887906,251,Class Actions
887906,264,Trials &amp; Appeals &amp; Compensation
887906,281,"Advertising, Marketing & Branding"
887906,290,Food and Drugs Law
887732,15,"Media, Telecoms, IT, Entertainment"
887732,16,"Food, Drugs, Healthcare, Life Sciences"
887732,281,"Advertising, Marketing & Branding"
887732,290,Food and Drugs Law
887692,15,"Media, Telecoms, IT, Entertainment"
887692,281,"Advertising, Marketing & Branding"
887692,282,"Broadcasting: Film, TV & Radio"
887584,15,"Media, Telecoms, IT, Entertainment"
887584,281,"Advertising, Marketing & Branding"
887452,15,"Media, Telecoms, IT, Entertainment"
887452,281,"Advertising, Marketing & Branding"
887452,392,Social Media
887392,15,"Media, Telecoms, IT, Entertainment"
887392,287,Sport
887392,358,Gaming
887364,15,"Media, Telecoms, IT, Entertainment"
887364,26,Privacy
887364,172,Data Protection
887364,281,"Advertising, Marketing & Branding"
887364,392,Social Media
887252,15,"Media, Telecoms, IT, Entertainment"
887252,26,Privacy
887252,29,Technology
887252,162,IT and Internet
887252,202,Privacy Protection
887252,520,New Technology
887186,5,Employment and HR
887186,15,"Media, Telecoms, IT, Entertainment"
887186,119,Employee Rights/ Labour Relations
887186,287,Sport
887186,358,Gaming
887158,9,Consumer Protection
887158,15,"Media, Telecoms, IT, Entertainment"
887158,180,Consumer Law
887158,280,Media & Entertainment Law
887158,358,Gaming
887128,14,"Litigation, Mediation & Arbitration"
887128,15,"Media, Telecoms, IT, Entertainment"
887128,162,IT and Internet
887128,264,Trials &amp; Appeals &amp; Compensation
887108,4,Anti-trust/Competition Law
887108,7,Environment
887108,15,"Media, Telecoms, IT, Entertainment"
887108,22,Energy and Natural Resources
887108,100,"Antitrust, EU Competition "
887108,151,Environmental Law
887108,153,"Oil, Gas & Electricity"
887108,281,"Advertising, Marketing & Branding"
887080,15,"Media, Telecoms, IT, Entertainment"
887080,287,Sport
887060,15,"Media, Telecoms, IT, Entertainment"
887060,162,IT and Internet
887060,170,"Telecoms, Mobile & Cable Communications"
887060,282,"Broadcasting: Film, TV & Radio"
886876,15,"Media, Telecoms, IT, Entertainment"
886876,358,Gaming
886876,420,Hotels & Hospitality
886846,5,Employment and HR
886846,15,"Media, Telecoms, IT, Entertainment"
886846,111,"Discrimination, Disability & Sexual Harassment"
886846,280,Media & Entertainment Law
886680,15,"Media, Telecoms, IT, Entertainment"
886680,280,Media & Entertainment Law
886680,287,Sport
886680,358,Gaming
886668,15,"Media, Telecoms, IT, Entertainment"
886668,26,Privacy
886668,202,Privacy Protection
886668,281,"Advertising, Marketing & Branding"
886668,392,Social Media
886600,15,"Media, Telecoms, IT, Entertainment"
886600,28,Law Department Performance
886600,162,IT and Internet
886600,170,"Telecoms, Mobile & Cable Communications"
886600,512,Management
886302,15,"Media, Telecoms, IT, Entertainment"
886302,162,IT and Internet
886276,15,"Media, Telecoms, IT, Entertainment"
886276,281,"Advertising, Marketing & Branding"
886276,287,Sport
886262,15,"Media, Telecoms, IT, Entertainment"
886262,281,"Advertising, Marketing & Branding"
886248,14,"Litigation, Mediation & Arbitration"
886248,15,"Media, Telecoms, IT, Entertainment"
886248,264,Trials &amp; Appeals &amp; Compensation
886248,358,Gaming
886166,15,"Media, Telecoms, IT, Entertainment"
886166,281,"Advertising, Marketing & Branding"
886166,392,Social Media
885996,15,"Media, Telecoms, IT, Entertainment"
885996,30,Compliance
885996,287,Sport
885874,15,"Media, Telecoms, IT, Entertainment"
885874,162,IT and Internet
885874,392,Social Media
885800,15,"Media, Telecoms, IT, Entertainment"
885800,420,Hotels & Hospitality
885770,11,Intellectual Property
885770,15,"Media, Telecoms, IT, Entertainment"
885770,207,Trademark
885770,280,Media & Entertainment Law
885738,5,Employment and HR
885738,15,"Media, Telecoms, IT, Entertainment"
885738,116,Employee Benefits & Compensation
885738,117,Redundancy/Layoff
885738,287,Sport
885714,15,"Media, Telecoms, IT, Entertainment"
885714,26,Privacy
885714,172,Data Protection
885714,281,"Advertising, Marketing & Branding"
885402,15,"Media, Telecoms, IT, Entertainment"
885402,170,"Telecoms, Mobile & Cable Communications"
885402,392,Social Media
885386,3,Corporate/Commercial Law
885386,4,Anti-trust/Competition Law
885386,14,"Litigation, Mediation & Arbitration"
885386,15,"Media, Telecoms, IT, Entertainment"
885386,97,Contracts and Commercial Law
885386,100,"Antitrust, EU Competition "
885386,266,Personal Injury
885386,287,Sport
885348,15,"Media, Telecoms, IT, Entertainment"
885348,29,Technology
885348,162,IT and Internet
885348,516,Security
885346,11,Intellectual Property
885346,15,"Media, Telecoms, IT, Entertainment"
885346,162,IT and Internet
885346,203,Licensing & Syndication
885330,9,Consumer Protection
885330,15,"Media, Telecoms, IT, Entertainment"
885330,26,Privacy
885330,180,Consumer Law
885330,202,Privacy Protection
885330,281,"Advertising, Marketing & Branding"
885100,15,"Media, Telecoms, IT, Entertainment"
885100,281,"Advertising, Marketing & Branding"
885092,15,"Media, Telecoms, IT, Entertainment"
885092,30,Compliance
885092,282,"Broadcasting: Film, TV & Radio"
885010,15,"Media, Telecoms, IT, Entertainment"
885010,282,"Broadcasting: Film, TV & Radio"
885004,3,Corporate/Commercial Law
885004,15,"Media, Telecoms, IT, Entertainment"
885004,97,Contracts and Commercial Law
885004,281,"Advertising, Marketing & Branding"
884994,15,"Media, Telecoms, IT, Entertainment"
884994,285,Music and the Arts
884974,11,Intellectual Property
884974,15,"Media, Telecoms, IT, Entertainment"
884974,206,Trade Secrets
884974,287,Sport
884840,15,"Media, Telecoms, IT, Entertainment"
884840,162,IT and Internet
884840,170,"Telecoms, Mobile & Cable Communications"
884840,280,Media & Entertainment Law
884820,15,"Media, Telecoms, IT, Entertainment"
884820,18,Tax
884820,162,IT and Internet
884820,323,Transfer Pricing
884820,328,Tax Authorities
884778,11,Intellectual Property
884778,15,"Media, Telecoms, IT, Entertainment"
884778,201,Copyright
884778,280,Media & Entertainment Law
884778,282,"Broadcasting: Film, TV & Radio"
884736,15,"Media, Telecoms, IT, Entertainment"
884736,29,Technology
884736,162,IT and Internet
884736,516,Security
884454,15,"Media, Telecoms, IT, Entertainment"
884454,420,Hotels & Hospitality
884422,15,"Media, Telecoms, IT, Entertainment"
884422,280,Media & Entertainment Law
884422,392,Social Media
884392,15,"Media, Telecoms, IT, Entertainment"
884392,16,"Food, Drugs, Healthcare, Life Sciences"
884392,281,"Advertising, Marketing & Branding"
884392,290,Food and Drugs Law
884044,15,"Media, Telecoms, IT, Entertainment"
884044,281,"Advertising, Marketing & Branding"
884044,392,Social Media
883946,15,"Media, Telecoms, IT, Entertainment"
883946,29,Technology
883946,170,"Telecoms, Mobile & Cable Communications"
883946,520,New Technology
883632,15,"Media, Telecoms, IT, Entertainment"
883632,282,"Broadcasting: Film, TV & Radio"
883632,285,Music and the Arts
883536,15,"Media, Telecoms, IT, Entertainment"
883536,281,"Advertising, Marketing & Branding"
883536,282,"Broadcasting: Film, TV & Radio"
883480,15,"Media, Telecoms, IT, Entertainment"
883480,16,"Food, Drugs, Healthcare, Life Sciences"
883480,281,"Advertising, Marketing & Branding"
883480,290,Food and Drugs Law
883478,9,Consumer Protection
883478,15,"Media, Telecoms, IT, Entertainment"
883478,26,Privacy
883478,170,"Telecoms, Mobile & Cable Communications"
883478,172,Data Protection
883478,186,Consumer Credit
883478,202,Privacy Protection
883478,282,"Broadcasting: Film, TV & Radio"
883464,14,"Litigation, Mediation & Arbitration"
883464,15,"Media, Telecoms, IT, Entertainment"
883464,264,Trials &amp; Appeals &amp; Compensation
883464,270,Libel & Defamation
883464,281,"Advertising, Marketing & Branding"
883450,15,"Media, Telecoms, IT, Entertainment"
883450,285,Music and the Arts
883444,15,"Media, Telecoms, IT, Entertainment"
883444,285,Music and the Arts
883440,15,"Media, Telecoms, IT, Entertainment"
883440,285,Music and the Arts
883386,15,"Media, Telecoms, IT, Entertainment"
883386,287,Sport
883386,358,Gaming
883348,15,"Media, Telecoms, IT, Entertainment"
883348,282,"Broadcasting: Film, TV & Radio"
883240,15,"Media, Telecoms, IT, Entertainment"
883240,29,Technology
883240,280,Media & Entertainment Law
883240,520,New Technology
883234,15,"Media, Telecoms, IT, Entertainment"
883234,282,"Broadcasting: Film, TV & Radio"
883232,15,"Media, Telecoms, IT, Entertainment"
883232,287,Sport
883232,358,Gaming
883196,14,"Litigation, Mediation & Arbitration"
883196,15,"Media, Telecoms, IT, Entertainment"
883196,264,Trials &amp; Appeals &amp; Compensation
883196,268,Professional Negligence
883196,420,Hotels & Hospitality
883066,15,"Media, Telecoms, IT, Entertainment"
883066,26,Privacy
883066,202,Privacy Protection
883066,285,Music and the Arts
883038,15,"Media, Telecoms, IT, Entertainment"
883038,281,"Advertising, Marketing & Branding"
883038,392,Social Media
883014,5,Employment and HR
883014,15,"Media, Telecoms, IT, Entertainment"
883014,111,"Discrimination, Disability & Sexual Harassment"
883014,281,"Advertising, Marketing & Branding"
882998,11,Intellectual Property
882998,15,"Media, Telecoms, IT, Entertainment"
882998,201,Copyright
882998,282,"Broadcasting: Film, TV & Radio"
882834,15,"Media, Telecoms, IT, Entertainment"
882834,21,Transport
882834,191,Marine/ Shipping
882834,282,"Broadcasting: Film, TV & Radio"
882782,15,"Media, Telecoms, IT, Entertainment"
882782,20,Strategy
882782,287,Sport
882782,363,Management
882750,15,"Media, Telecoms, IT, Entertainment"
882750,23,Criminal Law
882750,404,Crime
882750,410,Public Order
882750,420,Hotels & Hospitality
882698,4,Anti-trust/Competition Law
882698,15,"Media, Telecoms, IT, Entertainment"
882698,100,"Antitrust, EU Competition "
882698,170,"Telecoms, Mobile & Cable Communications"
882696,15,"Media, Telecoms, IT, Entertainment"
882696,281,"Advertising, Marketing & Branding"
882696,392,Social Media
882466,15,"Media, Telecoms, IT, Entertainment"
882466,162,IT and Internet
882466,281,"Advertising, Marketing & Branding"
882438,9,Consumer Protection
882438,15,"Media, Telecoms, IT, Entertainment"
882438,281,"Advertising, Marketing & Branding"
882438,392,Social Media
882438,416,"Dodd-Frank, Consumer Protection Act"
882430,15,"Media, Telecoms, IT, Entertainment"
882430,285,Music and the Arts
882364,3,Corporate/Commercial Law
882364,15,"Media, Telecoms, IT, Entertainment"
882364,281,"Advertising, Marketing & Branding"
882364,351,Securities
882286,9,Consumer Protection
882286,15,"Media, Telecoms, IT, Entertainment"
882286,180,Consumer Law
882286,281,"Advertising, Marketing & Branding"
882134,15,"Media, Telecoms, IT, Entertainment"
882134,281,"Advertising, Marketing & Branding"
882084,15,"Media, Telecoms, IT, Entertainment"
882084,281,"Advertising, Marketing & Branding"
881992,15,"Media, Telecoms, IT, Entertainment"
881992,287,Sport
881992,358,Gaming
881864,1,Accounting and Audit
881864,11,Intellectual Property
881864,14,"Litigation, Mediation & Arbitration"
881864,15,"Media, Telecoms, IT, Entertainment"
881864,51,Audit
881864,162,IT and Internet
881864,203,Licensing & Syndication
881864,264,Trials &amp; Appeals &amp; Compensation
881862,9,Consumer Protection
881862,14,"Litigation, Mediation & Arbitration"
881862,15,"Media, Telecoms, IT, Entertainment"
881862,180,Consumer Law
881862,251,Class Actions
881862,264,Trials &amp; Appeals &amp; Compensation
881862,281,"Advertising, Marketing & Branding"
881826,11,Intellectual Property
881826,15,"Media, Telecoms, IT, Entertainment"
881826,29,Technology
881826,162,IT and Internet
881826,201,Copyright
881826,206,Trade Secrets
881826,520,New Technology
